N,geocode.b,geocode.bg,geocode.t,idnum,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,geocode.b1,geocode.b2,geocode.b3,geocode.bg1,geocode.bg2,geocode.bg3,transit.dist.1,transit.dist.2,transit.dist.3,transit.score1,transit.score2,transit.score3,transit.score.std,prc.latino.std,dens.cvap.std,prc.asian.std,prc.AmInd.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens.poll.std,dens.work.std,popDens.std,final_composite_score,droppoff_score
724,6.07E+13,60670087051,6067008705,2870,-121.2370253,38.54543849,6,67,8705,1023,6.07E+13,Block 1023,G5040,U,77068,U,S,81729,0,38.5466506,-121.2369038,6.07E+13,6.07E+13,6.07E+13,60670087051,60670087051,60670087051,0.117103945,0.197613685,0.437848047,0.75,1,0.75,0.752565677,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.320879121,0.379746835,0.997802198,0.922992299,0.541081461,0.103728891,0.126513701
725,6.07E+13,60670087051,6067008705,2764,-121.2275989,38.5311395,6,67,8705,1054,6.07E+13,Block 1054,G5040,U,77068,U,S,20035,0,38.5303446,-121.2266046,6.07E+13,6.07E+13,6.07E+13,60670087051,60670087051,60670087051,0.196299561,0.459555144,0.837925157,0.75,1,0.75,0.491891029,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.320879121,0.379746835,0.997802198,0.922992299,0.383025682,0.103728891,0.126513701
726,6.07E+13,60670087052,6067008705,3558,-121.1925854,38.63945239,6,67,8705,2003,6.07E+13,Block 2003,G5040,R,NA,NA,S,685478,0,38.6404838,-121.1778643,6.07E+13,6.07E+13,6.07E+13,60670085042,60670085041,60670085041,0.297928773,0.353717243,0.365959805,1,1,1,1.017605821,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.9,0.99779978,0,0.097860759,0.12064557
727,6.07E+13,60670087052,6067008705,3504,-121.2016689,38.63216506,6,67,8705,2018,6.07E+13,Block 2018,G5040,U,77068,U,S,81741,0,38.6324858,-121.2029094,6.07E+13,6.07E+13,6.07E+13,60670087052,60670087052,60670087052,0.551283236,0.613951057,1.032634682,1,1,1,0,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.9,0.99779978,0,0.097860759,0.12064557
728,6.07E+13,60670087052,6067008705,3448,-121.219949,38.6247848,6,67,8705,2022,6.07E+13,Block 2022,G5040,R,NA,NA,S,120190,0,38.6233858,-121.2240733,6.07E+13,6.07E+13,6.07E+13,60670087052,60670087052,60670087052,0.540696995,0.655872928,0.60226871,1,0.25,1,0,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.9,0.99779978,0,0.097860759,0.12064557
729,6.07E+13,60670087052,6067008705,3336,-121.2564982,38.61001606,6,67,8705,2181,6.07E+13,Block 2181,G5040,U,77068,U,S,443090,0,38.6017739,-121.2602511,6.07E+13,6.07E+13,6.07E+13,60670087052,60670087032,60670087052,0.56066496,0.629283019,0.637431719,1,1,1,0,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.9,0.99779978,0,0.097860759,0.12064557
730,6.07E+13,60670087052,6067008705,3280,-121.2655718,38.60272399,6,67,8705,2191,6.07E+13,Block 2191,G5040,U,77068,U,S,163555,0,38.6018008,-121.263905,6.07E+13,6.07E+13,6.07E+13,60670087052,60670087052,60670087052,0.143672346,0.233831959,0.203817099,1,1,1,0.581321405,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.047252747,0.379746835,0.9,0.99779978,0,0.097860759,0.12064557
731,6.07E+13,60670088011,6067008801,3021,-121.2925314,38.56645125,6,67,8801,1008,6.07E+13,Block 1008,G5040,U,77068,U,S,19128,0,38.5665375,-121.2921278,6.07E+13,6.07E+13,6.07E+13,60670088011,60670088011,60670088011,0.033353799,0.25714265,0.351906244,1,1,1,0.642402693,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.181318681,0.284810127,0.168131868,0.97689769,0,0.108252469,0.125341077
732,6.07E+13,60670088011,6067008801,3073,-121.2926567,38.5736475,6,67,8801,1020,6.07E+13,Block 1020,G5040,U,77068,U,S,159487,0,38.572808,-121.2910653,6.07E+13,6.07E+13,6.07E+13,60670088011,60670088011,60670088011,0.17404027,0.151969136,0.170917686,1,1,1,0.496927091,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.181318681,0.284810127,0.168131868,0.97689769,0,0.108252469,0.125341077
733,6.07E+13,60670088011,6067008801,3072,-121.3018485,38.57354903,6,67,8801,1041,6.07E+13,Block 1041,G5040,U,77068,U,S,199544,0,38.5719326,-121.3027993,6.07E+13,6.07E+13,6.07E+13,60670090072,60670088011,60670090071,0.031033867,0.095716732,0.103584289,1,1,1,0.230334888,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.181318681,0.284810127,0.168131868,0.97689769,0,0.108252469,0.125341077
734,6.07E+13,60670088011,6067008801,3020,-121.3017223,38.56635278,6,67,8801,1050,6.07E+13,Block 1050,G5040,U,77068,U,S,8691,0,38.5663848,-121.3036318,6.07E+13,6.07E+13,6.07E+13,60670088011,60670088011,60670088011,0.021173988,0.189046483,0.269604095,1,1,1,0.479824567,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.181318681,0.284810127,0.168131868,0.97689769,0,0.108252469,0.125341077
735,6.07E+13,60670088012,6067008801,2865,-121.2829672,38.54496028,6,67,8801,2027,6.07E+13,Block 2027,G5040,U,77068,U,S,21646,0,38.5438318,-121.2836065,6.07E+13,6.07E+13,6.07E+13,60670088012,60670088012,60670088012,1.606594873,1.68013242,1.691674945,1,0.5,0.5,0,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.650549451,0.284810127,0.98021978,0.456545655,0.815258828,0.156977744,0.174066351
736,6.07E+13,60670089051,6067008905,3277,-121.2931582,38.60243264,6,67,8905,1011,6.07E+13,Block 1011,G5040,U,77068,U,S,20103,0,38.6016701,-121.2939339,6.07E+13,6.07E+13,6.07E+13,60670089051,60670089051,60670089051,0.32689877,0.318027446,0.384165772,1,1,1,1.029091988,0.439873418,0.642405063,0.110759494,0.567307692,0.617088608,0.528481013,0.32278481,0.708860759,0.433544304,0.856043956,0.816455696,0.698901099,0.083608361,0.46288122,0.150731534,0.199718876
737,6.07E+13,60670089052,6067008905,3223,-121.2930328,38.59523634,6,67,8905,2008,6.07E+13,Block 2008,G5040,U,77068,U,S,100386,0,38.5957206,-121.2919541,6.07E+13,6.07E+13,6.07E+13,60670089052,60670090082,60670089052,0.138584113,0.117737784,0.152076226,1,1,1,0.408398123,0.439873418,0.642405063,0.110759494,0.567307692,0.617088608,0.528481013,0.32278481,0.708860759,0.433544304,0.727472527,0.816455696,0.631868132,0.839383938,0.359249599,0.146709556,0.195696898
738,6.07E+13,60670089053,6067008905,3222,-121.3022273,38.59513784,6,67,8905,3006,6.07E+13,Block 3006,G5040,U,77068,U,S,31360,0,38.5936619,-121.3026392,6.07E+13,6.07E+13,6.07E+13,60670089053,60670089053,60670089053,0.130777009,0.143989269,0.28562433,1,1,1,0.560390608,0.439873418,0.642405063,0.110759494,0.567307692,0.617088608,0.528481013,0.32278481,0.708860759,0.433544304,0.535164835,0.816455696,0.483516484,0.421342134,0.616974318,0.137808457,0.186795799
739,6.07E+13,60670089071,6067008907,3388,-121.2750146,38.61702025,6,67,8907,1001,6.07E+13,Block 1001,G5040,U,77068,U,S,154036,0,38.6150811,-121.2747671,6.07E+13,6.07E+13,6.07E+13,60670089122,60670089122,60670089122,0.021956015,0.17011807,0.180471455,1,1,1,0.372545541,0.544303797,0.667721519,0.167721519,0.557692308,0.658227848,0.436708861,0.648734177,0.775316456,0.632911392,0.11978022,0.838607595,0.128571429,0.718371837,0.933687801,0.156764919,0.207081374
740,6.07E+13,60670089073,6067008907,3333,-121.2840873,38.60972678,6,67,8907,3001,6.07E+13,Block 3001,G5040,U,77068,U,S,31899,0,38.6104362,-121.2841069,6.07E+13,6.07E+13,6.07E+13,60670089073,60670089073,60670089073,0.122635981,0.137642912,0.209514265,1,1,1,0.469793157,0.544303797,0.667721519,0.167721519,0.557692308,0.658227848,0.436708861,0.648734177,0.775316456,0.632911392,0.62967033,0.838607595,0.295604396,0.051705171,0.651284109,0.166786897,0.217103352
741,6.07E+13,60670089081,6067008908,3278,-121.2839628,38.60253046,6,67,8908,1004,6.07E+13,Block 1004,G5040,U,77068,U,S,26785,0,38.6033798,-121.2830664,6.07E+13,6.07E+13,6.07E+13,60670089081,60670089081,60670089081,0.033161473,0.036890844,0.167997577,1,1,1,0.238049893,0.734177215,0.591772152,0.246835443,0.496794872,0.17721519,0.613924051,0.341772152,0.528481013,0.743670886,0.343956044,0.291139241,0.647252747,0.452145215,0.5956561,0.158645291,0.176113646
742,6.07E+13,60670089082,6067008908,3334,-121.274891,38.6098239,6,67,8908,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,403227,0,38.604599,-121.2790105,6.07E+13,6.07E+13,6.07E+13,60670089082,60670089071,60670089082,0.081218833,0.086031334,0.182422941,1,1,1,0.349673109,0.734177215,0.591772152,0.246835443,0.496794872,0.17721519,0.613924051,0.341772152,0.528481013,0.743670886,0.540659341,0.291139241,0.826373626,0.872387239,0.5956561,0.169392544,0.186860899
743,6.07E+13,60670089082,6067008908,3335,-121.2656946,38.60992033,6,67,8908,2017,6.07E+13,Block 2017,G5040,U,77068,U,S,102089,0,38.6084612,-121.2678518,6.07E+13,6.07E+13,6.07E+13,60670089083,60670087032,60670089082,0.205639884,0.24954566,0.287510806,1,1,1,0.74269635,0.734177215,0.591772152,0.246835443,0.496794872,0.17721519,0.613924051,0.341772152,0.528481013,0.743670886,0.540659341,0.291139241,0.826373626,0.872387239,0.26660313,0.169392544,0.186860899
744,6.07E+13,60670089091,6067008909,3171,-121.3204882,38.58774248,6,67,8909,1009,6.07E+13,Block 1009,G5040,U,77068,U,S,184053,0,38.5845387,-121.3215088,6.07E+13,6.07E+13,6.07E+13,60670089091,60670089091,60670089091,0.456003372,0.450039607,0.447855282,1,1,1,1.353898261,0.743670886,0.098101266,0.234177215,0.766025641,0.316455696,0.401898734,0.768987342,0.462025316,0.553797468,0.241758242,0.303797468,0.605494505,0.146314631,0.83793138,0.179304354,0.197532202
745,6.07E+13,60670089091,6067008909,3121,-121.3203602,38.58054623,6,67,8909,1009,6.07E+13,Block 1009,G5040,U,77068,U,S,184053,0,38.5845387,-121.3215088,6.07E+13,6.07E+13,6.07E+13,60670090061,60670090061,60670090061,0.076681824,0.081340394,0.120983298,1,1,1,0.279005516,0.743670886,0.098101266,0.234177215,0.766025641,0.316455696,0.401898734,0.768987342,0.462025316,0.553797468,0.241758242,0.303797468,0.605494505,0.146314631,0.83793138,0.179304354,0.197532202
746,6.07E+13,60670089102,6067008910,3221,-121.3114218,38.59503864,6,67,8910,2001,6.07E+13,Block 2001,G5040,U,77068,U,S,465787,0,38.597967,-121.3138162,6.07E+13,6.07E+13,6.07E+13,60670089101,60670089102,60670089101,0.354388225,0.367591643,0.521088459,1,1,1,0.541484901,0.756329114,0.278481013,0.268987342,0.769230769,0.291139241,0.768987342,0.481012658,0.639240506,0.449367089,0.37032967,0.382911392,0.697802198,0.408140814,0.317014446,0.160539018,0.183513701
747,6.07E+13,60670089102,6067008910,3172,-121.3112946,38.58784237,6,67,8910,2017,6.07E+13,Block 2017,G5040,U,77068,U,S,24374,0,38.5874805,-121.3115288,6.07E+13,6.07E+13,6.07E+13,60670089102,60670089102,60670089102,0.165637867,0.201888565,0.206889507,1,1,1,0.574415939,0.756329114,0.278481013,0.268987342,0.769230769,0.291139241,0.768987342,0.481012658,0.639240506,0.449367089,0.37032967,0.382911392,0.697802198,0.408140814,0.933687801,0.160539018,0.183513701
748,6.07E+13,60670089122,6067008912,3387,-121.2842119,38.61692312,6,67,8912,2013,6.07E+13,Block 2013,G5040,U,77068,U,S,85154,0,38.6176539,-121.2821725,6.07E+13,6.07E+13,6.07E+13,60670089122,60670089122,60670089122,0.098847056,0.114494152,0.147198759,1,1,1,0.360539967,0.234177215,0.272151899,0.243670886,0.53525641,0.186708861,0.151898734,0.294303797,0.294303797,0.411392405,0.801098901,0.196202532,0.776923077,0.051705171,0.866422552,0.114210321,0.125982473
749,6.07E+13,60670089131,6067008913,3276,-121.3023536,38.60233413,6,67,8913,1001,6.07E+13,Block 1001,G5040,U,77068,U,S,1451060,0,38.6075036,-121.304334,6.07E+13,6.07E+13,6.07E+13,60670089132,60670089131,60670089052,0.136068141,0.196544919,0.212629275,1,1,1,0.545242335,0.471518987,0.439873418,0.044303797,0.932692308,0.449367089,0.816455696,0.46835443,0.582278481,0.617088608,0.551648352,0.389240506,0.201098901,0.701870187,0.29780297,0.132445681,0.155800111
750,6.07E+13,60670089132,6067008913,3332,-121.2932836,38.60962896,6,67,8913,2003,6.07E+13,Block 2003,G5040,U,77068,U,S,124252,0,38.6088147,-121.2956715,6.07E+13,6.07E+13,6.07E+13,60670089133,60670089074,60670089133,0.074293589,0.140664062,0.168252088,1,1,1,0.38320974,0.471518987,0.439873418,0.044303797,0.932692308,0.449367089,0.816455696,0.46835443,0.582278481,0.617088608,0.725274725,0.389240506,0.601098901,0.295929593,0.419341894,0.156445681,0.179800111
751,6.07E+13,60670090041,6067009004,3070,-121.3202322,38.57335,6,67,9004,1001,6.07E+13,Block 1001,G5040,U,77068,U,S,251552,0,38.567369,-121.3300187,6.07E+13,6.07E+13,6.07E+13,60670090041,60670090061,60670090041,0.144750571,0.157177593,0.242033624,1,1,1,0.543961788,0.28164557,0.294303797,0.496835443,0.91025641,0.626582278,0.680379747,0.357594937,0.841772152,0.107594937,0.627472527,0.25,0.868131868,0.676567657,0.420595907,0.134492975,0.149492975
752,6.07E+13,60670090041,6067009004,3018,-121.3201042,38.56615377,6,67,9004,1013,6.07E+13,Block 1013,G5040,U,77068,U,S,123313,0,38.56671,-121.3199435,6.07E+13,6.07E+13,6.07E+13,60670090041,60670090041,60670090041,0.107588361,0.150138159,0.123551197,1,1,1,0.381277717,0.28164557,0.294303797,0.496835443,0.91025641,0.626582278,0.680379747,0.357594937,0.841772152,0.107594937,0.627472527,0.25,0.868131868,0.676567657,0.432132825,0.134492975,0.149492975
753,6.07E+13,60670090042,6067009004,3017,-121.3292951,38.56605321,6,67,9004,2007,6.07E+13,Block 2007,G5040,U,77068,U,S,15236,0,38.5663048,-121.3287761,6.07E+13,6.07E+13,6.07E+13,60670090042,60670090042,60670090042,0.300145543,0.304287025,0.30912798,1,1,1,0.913560548,0.28164557,0.294303797,0.496835443,0.91025641,0.626582278,0.680379747,0.357594937,0.841772152,0.107594937,0.476923077,0.25,0.384615385,0.625962596,0.935042135,0.105481986,0.120481986
754,6.07E+13,60670090051,6067009005,2965,-121.3291662,38.55885701,6,67,9005,1018,6.07E+13,Block 1018,G5040,U,77068,U,S,92346,0,38.558336,-121.3282342,6.07E+13,6.07E+13,6.07E+13,60670090051,60670090051,60670090051,0.206798237,0.214625911,0.212360286,1,1,1,0.633784434,0.553797468,0.25,0.386075949,0.897435897,0.259493671,0.75,0.610759494,0.860759494,0.731012658,0.267032967,0.759493671,0.726373626,0.812981298,0.480838684,0.172886215,0.218455835
755,6.07E+13,60670090052,6067009005,2966,-121.3199762,38.55895755,6,67,9005,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,517849,0,38.5548221,-121.3197317,6.07E+13,6.07E+13,6.07E+13,60670090051,60670090051,60670090051,0.347695254,0.358866838,0.36552134,1,1,1,1.072083431,0.553797468,0.25,0.386075949,0.897435897,0.259493671,0.75,0.610759494,0.860759494,0.731012658,0.004395604,0.759493671,0.005494505,0.95709571,0.252608347,0.129633468,0.175203088
756,6.07E+13,60670090052,6067009005,2912,-121.3290374,38.55166081,6,67,9005,2002,6.07E+13,Block 2002,G5040,U,77068,U,S,1696906,0,38.5491896,-121.3283966,6.07E+13,6.07E+13,6.07E+13,60670090052,60670090052,60670090052,0.468132457,0.518494073,0.497928385,1,1,1,0.724545632,0.553797468,0.25,0.386075949,0.897435897,0.259493671,0.75,0.610759494,0.860759494,0.731012658,0.004395604,0.759493671,0.005494505,0.95709571,0.229885634,0.129633468,0.175203088
757,6.07E+13,60670090061,6067009006,3122,-121.3111675,38.58064611,6,67,9006,1016,6.07E+13,Block 1016,G5040,U,77068,U,S,163748,0,38.5786213,-121.3119698,6.07E+13,6.07E+13,6.07E+13,60670090081,60670090061,60670090061,0.222521013,0.230348772,0.232572087,1,1,1,0.685441872,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.063736264,0.566455696,0.391208791,0.95049505,0.26850923,0.165497844,0.199485186
758,6.07E+13,60670090061,6067009006,3069,-121.3294239,38.57324943,6,67,9006,1039,6.07E+13,Block 1039,G5040,U,77068,U,S,345048,0,38.5719024,-121.3323136,6.07E+13,6.07E+13,6.07E+13,60670090061,60670090061,60670090061,0.187233395,0.198595672,0.371142079,1,1,1,0.756971147,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.063736264,0.566455696,0.391208791,0.95049505,0,0.165497844,0.199485186
759,6.07E+13,60670090062,6067009006,3071,-121.3110404,38.57344986,6,67,9006,2006,6.07E+13,Block 2006,G5040,U,77068,U,S,41543,0,38.5731913,-121.3118838,6.07E+13,6.07E+13,6.07E+13,60670090062,60670090062,60670090062,0.046385568,0.055799693,0.138802785,1,1,1,0.240988046,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.623076923,0.566455696,0.813186813,0.786578658,0.836777689,0.190816525,0.224803867
760,6.07E+13,60670090062,6067009006,3019,-121.3109133,38.56625362,6,67,9006,2007,6.07E+13,Block 2007,G5040,U,77068,U,S,342490,0,38.5669529,-121.3135805,6.07E+13,6.07E+13,6.07E+13,60670090062,60670090062,60670088011,0.088403605,0.230068545,0.411775283,1,1,1,0.730247433,0.563291139,0.601265823,0.452531646,0.884615385,0.582278481,0.841772152,0.579113924,0.889240506,0.642405063,0.623076923,0.566455696,0.813186813,0.786578658,0.504614767,0.190816525,0.224803867
761,6.07E+13,60670090072,6067009007,3123,-121.3019748,38.58074529,6,67,9007,2004,6.07E+13,Block 2004,G5040,U,77068,U,S,91844,0,38.5799775,-121.2999029,6.07E+13,6.07E+13,6.07E+13,60670090072,60670090072,60670090072,0.401776444,0.446848822,0.471242945,1,1,1,1.31986821,0.319620253,0.101265823,0.518987342,0.807692308,0.876582278,0.832278481,0.67721519,0.680379747,0.832278481,0.463736264,0.715189873,0.140659341,0.900990099,0.535664125,0.170781333,0.213692725
762,6.07E+13,60670090082,6067009008,3174,-121.2929074,38.58804005,6,67,9008,2003,6.07E+13,Block 2003,G5040,U,77068,U,S,123071,0,38.592916,-121.2886978,6.07E+13,6.07E+13,6.07E+13,60670090082,60670090082,60670090082,0.377252172,0.348769162,0.379768171,1,1,1,1.105789505,0.794303797,0.370253165,0.136075949,0.743589744,0.661392405,0.813291139,0.743670886,0.844936709,0.537974684,0.407692308,0.35443038,0.352747253,0.633663366,0.592044543,0.185405341,0.206671164
763,6.07E+13,60670090083,6067009008,3173,-121.302101,38.58794156,6,67,9008,3011,6.07E+13,Block 3011,G5040,U,77068,U,S,51921,0,38.5863798,-121.3019728,6.07E+13,6.07E+13,6.07E+13,60670090083,60670090083,60670090083,0.09151973,0.111046243,0.15028557,1,1,1,0.352851543,0.794303797,0.370253165,0.136075949,0.743589744,0.661392405,0.813291139,0.743670886,0.844936709,0.537974684,0.823076923,0.35443038,0.320879121,0.388338834,0.938904494,0.183493254,0.204759076
764,6.07E+13,60670090101,6067009010,3279,-121.2747673,38.60262757,6,67,9010,1001,6.07E+13,Block 1001,G5040,U,77068,U,S,195080,0,38.6026318,-121.2719012,6.07E+13,6.07E+13,6.07E+13,60670090101,60670090101,60670089082,0.237850391,0.245689899,0.256574615,0.75,1,0.75,0.740114904,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.174725275,0.64556962,0.637362637,0.99889989,0.229885634,0.181975935,0.220710113
765,6.07E+13,60670090101,6067009010,3175,-121.2837137,38.58813784,6,67,9010,1017,6.07E+13,Block 1017,G5040,U,77068,U,S,74319,0,38.587103,-121.28474,6.07E+13,6.07E+13,6.07E+13,60670090101,60670090101,60670090101,0.03752811,0.088506355,0.084693688,1,1,1,0.210728153,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.174725275,0.64556962,0.637362637,0.99889989,0,0.181975935,0.220710113
766,6.07E+13,60670090101,6067009010,3176,-121.27452,38.58823494,6,67,9010,1020,6.07E+13,Block 1020,G5040,U,77068,U,S,283689,0,38.5868554,-121.2730631,6.07E+13,6.07E+13,6.07E+13,60670090101,60670090101,60670090101,0.068893695,0.094503933,0.140885398,1,1,1,0.304283026,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.174725275,0.64556962,0.637362637,0.99889989,0,0.181975935,0.220710113
767,6.07E+13,60670090101,6067009010,3224,-121.2838382,38.59533414,6,67,9010,1066,6.07E+13,Block 1066,G5040,U,77068,U,S,238037,0,38.5961171,-121.2845708,6.07E+13,6.07E+13,6.07E+13,60670090101,60670090101,60670089081,0.215131772,0.235541423,0.255022244,1,1,1,0.705695439,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.174725275,0.64556962,0.637362637,0.99889989,0,0.181975935,0.220710113
768,6.07E+13,60670090102,6067009010,3124,-121.292782,38.58084377,6,67,9010,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,163158,0,38.5813261,-121.2933454,6.07E+13,6.07E+13,6.07E+13,60670090102,60670090102,60670090102,0.156042238,0.165043767,0.199492337,1,1,1,0.520578342,0.623417722,0.503164557,0.75,0.022435897,0.936708861,0.411392405,0.174050633,0.202531646,0.661392405,0.530769231,0.64556962,0.379120879,0.0440044,0.9804374,0.16648143,0.205215607
769,6.07E+13,60670090111,6067009011,3125,-121.2835893,38.58094155,6,67,9011,1000,6.07E+13,Block 1000,G5040,U,77068,U,S,233074,0,38.5814912,-121.2794209,6.07E+13,6.07E+13,6.07E+13,60670090101,60670090111,60670090112,0.110846189,0.131688085,0.149296672,1,1,1,0.391830945,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.325274725,0.414556962,0.940659341,0.543454345,0.304875602,0.143401586,0.168275003
770,6.07E+13,60670090111,6067009011,3074,-121.2834648,38.57374528,6,67,9011,1019,6.07E+13,Block 1019,G5040,U,77068,U,S,94817,0,38.5739725,-121.2841787,6.07E+13,6.07E+13,6.07E+13,60670090111,60670090111,60670090111,0.355110997,0.403680054,0.393139902,1,1,0.5,1.151930953,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.325274725,0.414556962,0.940659341,0.543454345,0.454353933,0.143401586,0.168275003
771,6.07E+13,60670090111,6067009011,3075,-121.2742729,38.57384235,6,67,9011,1027,6.07E+13,Block 1027,G5040,U,77068,U,S,38418,0,38.5739334,-121.2720039,6.07E+13,6.07E+13,6.07E+13,60670090111,60670090111,60670090111,0.03616386,0.095566786,0.376503061,0.5,0.5,1,0.508233707,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.325274725,0.414556962,0.940659341,0.543454345,0.412269262,0.143401586,0.168275003
772,6.07E+13,60670090112,6067009011,3127,-121.2652036,38.58113503,6,67,9011,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,160502,0,38.5824773,-121.2649608,6.07E+13,6.07E+13,6.07E+13,60670090112,60670090112,60670087052,0.184903355,0.283718292,0.314033424,0.75,0.75,0.75,0.782655071,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.198901099,0.414556962,0.501098901,0.862486249,0,0.117027959,0.141901377
773,6.07E+13,60670090112,6067009011,3177,-121.2653263,38.58833134,6,67,9011,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,160502,0,38.5824773,-121.2649608,6.07E+13,6.07E+13,6.07E+13,60670087052,60670087052,60670087052,0.31295389,0.311774784,0.303656182,0.75,0.75,0.75,0.928384855,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.198901099,0.414556962,0.501098901,0.862486249,0,0.117027959,0.141901377
774,6.07E+13,60670090112,6067009011,3076,-121.265081,38.57393873,6,67,9011,2001,6.07E+13,Block 2001,G5040,U,77068,U,S,587375,0,38.5754508,-121.266277,6.07E+13,6.07E+13,6.07E+13,60670090112,60670090112,60670090112,0.523860047,0.682702634,0.579196232,0.5,0.75,0.5,0,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.198901099,0.414556962,0.501098901,0.862486249,0.265148475,0.117027959,0.141901377
775,6.07E+13,60670090112,6067009011,3126,-121.2743965,38.58103864,6,67,9011,2013,6.07E+13,Block 2013,G5040,U,77068,U,S,19483,0,38.5812704,-121.2731594,6.07E+13,6.07E+13,6.07E+13,60670090112,60670090111,60670090111,0.00991633,0.020758542,0.064209841,1,1,1,0.094884714,0.275316456,0.360759494,0.85443038,0.048076923,0.227848101,0.727848101,0.797468354,0.025316456,0.148734177,0.198901099,0.414556962,0.501098901,0.862486249,0.473414928,0.117027959,0.141901377
776,6.07E+13,60670091031,6067009103,2964,-121.3383562,38.55875576,6,67,9103,1005,6.07E+13,Block 1005,G5040,U,77068,U,S,85934,0,38.5590664,-121.3377114,6.07E+13,6.07E+13,6.07E+13,60670091031,60670091031,60670091031,0.152021796,0.153062684,0.171904169,1,1,1,0.476988649,0.411392405,0.287974684,0.610759494,0.852564103,0.686708861,0.563291139,0.221518987,0.439873418,0.452531646,0.479120879,0.636075949,0.725274725,0.757975798,0.829353933,0.149845597,0.188010154
777,6.07E+13,60670091031,6067009103,2963,-121.3475461,38.55865382,6,67,9103,1006,6.07E+13,Block 1006,G5040,U,77068,U,S,326077,0,38.556109,-121.345255,6.07E+13,6.07E+13,6.07E+13,60670091091,60670091091,60670091091,0.467238155,0.480273391,0.57625545,1,1,1,0.71063366,0.411392405,0.287974684,0.610759494,0.852564103,0.686708861,0.563291139,0.221518987,0.439873418,0.452531646,0.479120879,0.636075949,0.725274725,0.757975798,0.478982745,0.149845597,0.188010154
